game_id,season,game_date,home_team,away_team,matchup,home_spread,total_line,home_margin,total_points,home_win,home_covered,over_hit,model_win_prob,model_pred_margin,vegas_win_prob,vegas_pred_margin,model_win_correct,vegas_win_correct,model_ats_pick,model_ats_win,unit_profit,abs_err_model,abs_err_vegas,favorite_side,spread_bucket,season_stage,b2b_status
22400603,2024-25,2025-01-20,CLE,PHX,PHX @ CLE,-7.5,238.5,26,210,1,1,0,0.7401,4.07,0.6975,7.5,1,1,Away,0,-1.0,21.93,18.5,Home favored,Mid (7-11),Mid,Neither/Both
22400604,2024-25,2025-01-20,GSW,BOS,BOS @ GSW,8.5,224.5,-40,210,0,0,0,0.4004,-4.16,0.2788,-8.5,1,1,Home,0,-1.0,35.84,31.5,Away favored,Mid (7-11),Mid,Neither/Both
22400605,2024-25,2025-01-20,NOP,UTA,UTA @ NOP,-10.5,230.5,4,242,1,0,1,0.569,4.83,0.7656,10.5,1,1,Away,1,0.9091,0.83,6.5,Home favored,Mid (7-11),Mid,Neither/Both
22400611,2024-25,2025-01-20,LAC,CHI,CHI @ LAC,-5.5,227.5,-13,211,0,0,0,0.7529,9.22,0.6478,5.5,0,0,Home,0,-1.0,22.22,18.5,Home favored,Small (3-7),Mid,Neither/Both
22400606,2024-25,2025-01-21,BKN,NYK,NYK @ BKN,11.5,219.5,-4,194,0,1,0,0.2541,-10.37,0.2138,-11.5,1,1,Home,1,0.9091,6.37,7.5,Away favored,Big (11+),Mid,Away on B2B
22400607,2024-25,2025-01-21,MIA,POR,POR @ MIA,-8.5,219.5,-9,223,0,0,1,0.7263,8.1,0.7212,8.5,0,0,Away,1,0.9091,17.1,17.5,Home favored,Mid (7-11),Mid,Neither/Both
22400608,2024-25,2025-01-21,TOR,ORL,ORL @ TOR,1.5,213.5,16,202,1,1,0,0.3852,-2.24,0.4588,-1.5,0,0,Away,0,-1.0,18.24,17.5,Away favored,Pick'em (0-3),Mid,Neither/Both
22400609,2024-25,2025-01-21,DEN,PHI,PHI @ DEN,-11.5,232.5,35,253,1,1,1,0.7877,11.98,0.7862,11.5,1,1,Home,1,0.9091,23.02,23.5,Home favored,Big (11+),Mid,Neither/Both
22400610,2024-25,2025-01-21,LAL,WAS,WAS @ LAL,-13.5,227.5,23,199,1,1,0,0.8287,16.51,0.8241,13.5,1,1,Home,1,0.9091,6.49,9.5,Home favored,Big (11+),Mid,Neither/Both
22400612,2024-25,2025-01-22,ATL,DET,DET @ ATL,-4.5,233.5,-10,218,0,0,0,0.6281,6.01,0.6219,4.5,0,0,Home,0,-1.0,16.01,14.5,Home favored,Small (3-7),Mid,Neither/Both
22400613,2024-25,2025-01-22,BKN,PHX,PHX @ BKN,12.5,216.5,-24,192,0,0,0,0.3039,-8.53,0.1943,-12.5,1,1,Home,0,-1.0,15.47,11.5,Away favored,Big (11+),Mid,Home on B2B
22400614,2024-25,2025-01-22,DAL,MIN,MIN @ DAL,3.5,213.5,-1,229,0,1,1,0.5289,-1.39,0.4046,-3.5,0,1,Home,1,0.9091,0.39,2.5,Away favored,Small (3-7),Mid,Neither/Both
22400615,2024-25,2025-01-22,HOU,CLE,CLE @ HOU,-0.5,230.5,1,217,1,1,0,0.4608,1.01,0.5138,0.5,0,1,Home,1,0.9091,0.01,0.5,Home favored,Pick'em (0-3),Mid,Neither/Both
22400616,2024-25,2025-01-22,MEM,CHA,CHA @ MEM,-11.5,241.5,12,252,1,1,1,0.8065,9.43,0.7862,11.5,1,1,Away,0,-1.0,2.57,0.5,Home favored,Big (11+),Mid,Neither/Both
22400618,2024-25,2025-01-22,OKC,UTA,UTA @ OKC,-15.5,232.5,9,237,1,0,1,0.927,15.73,0.8575,15.5,1,1,Home,0,-1.0,6.73,6.5,Home favored,Big (11+),Mid,Neither/Both
22400619,2024-25,2025-01-22,SAC,GSW,GSW @ SAC,-7.5,231.5,6,240,1,0,1,0.6468,6.2,0.6975,7.5,1,1,Away,1,0.9091,0.2,1.5,Home favored,Mid (7-11),Mid,Neither/Both
22400620,2024-25,2025-01-22,LAC,BOS,BOS @ LAC,11.5,217.5,-4,230,0,1,1,0.5404,-2.15,0.2138,-11.5,0,1,Home,1,0.9091,1.85,7.5,Away favored,Big (11+),Mid,Neither/Both
22400622,2024-25,2025-01-23,ORL,POR,POR @ ORL,-6.5,212.5,-22,180,0,0,0,0.6303,2.44,0.6731,6.5,0,0,Away,1,0.9091,24.44,28.5,Home favored,Small (3-7),Mid,Neither/Both
22400623,2024-25,2025-01-23,ATL,TOR,TOR @ ATL,-5.5,237.5,-3,241,0,0,1,0.6636,2.94,0.6478,5.5,0,0,Away,1,0.9091,5.94,8.5,Home favored,Small (3-7),Mid,Home on B2B
22400624,2024-25,2025-01-23,MIL,MIA,MIA @ MIL,-5.5,223.5,29,221,1,1,0,0.7114,7.71,0.6478,5.5,1,1,Home,1,0.9091,21.29,23.5,Home favored,Small (3-7),Mid,Neither/Both
22400625,2024-25,2025-01-23,OKC,DAL,DAL @ OKC,-11.5,224.5,-6,236,0,0,1,0.8517,11.52,0.7862,11.5,0,0,Home,0,-1.0,17.52,17.5,Home favored,Big (11+),Mid,Neither/Both
22400626,2024-25,2025-01-23,DEN,SAC,SAC @ DEN,-7.5,241.5,9,255,1,1,1,0.7485,8.21,0.6975,7.5,1,1,Home,1,0.9091,0.79,1.5,Home favored,Mid (7-11),Mid,Away on B2B
22400628,2024-25,2025-01-23,GSW,CHI,CHI @ GSW,-4.5,232.5,25,237,1,1,1,0.482,1.47,0.6219,4.5,0,1,Away,0,-1.0,23.53,20.5,Home favored,Small (3-7),Mid,Home on B2B
22400629,2024-25,2025-01-23,LAL,BOS,BOS @ LAL,6.5,218.5,21,213,1,1,0,0.4452,-0.07,0.3269,-6.5,0,0,Home,1,0.9091,21.07,27.5,Away favored,Small (3-7),Mid,Away on B2B
22400983,2024-25,2025-01-23,LAC,WAS,WAS @ LAC,-14.5,225.5,17,203,1,1,0,0.9017,8.47,0.8414,14.5,1,1,Away,0,-1.0,8.53,2.5,Home favored,Big (11+),Mid,Home on B2B
22400630,2024-25,2025-01-24,CHA,POR,POR @ CHA,-0.5,216.5,-5,199,0,0,0,0.4951,0.73,0.5138,0.5,1,0,Home,0,-1.0,5.73,5.5,Home favored,Pick'em (0-3),Mid,Away on B2B
22400631,2024-25,2025-01-24,PHI,CLE,CLE @ PHI,9.5,229.5,3,261,1,1,1,0.3035,-10.52,0.2561,-9.5,0,0,Away,0,-1.0,13.52,12.5,Away favored,Mid (7-11),Mid,Neither/Both
22400632,2024-25,2025-01-24,MEM,NOP,NOP @ MEM,-9.5,243.5,13,265,1,1,1,0.73,7.0,0.7439,9.5,1,1,Away,0,-1.0,6.0,3.5,Home favored,Mid (7-11),Mid,Neither/Both
22400634,2024-25,2025-01-25,MIN,DEN,DEN @ MIN,3.5,228.5,29,237,1,1,1,0.5008,-0.12,0.4046,-3.5,1,0,Home,1,0.9091,29.12,32.5,Away favored,Small (3-7),Mid,Neither/Both
22400635,2024-25,2025-01-25,DAL,BOS,BOS @ DAL,8.5,226.5,-15,229,0,0,1,0.4892,0.04,0.2788,-8.5,1,1,Home,0,-1.0,15.04,6.5,Away favored,Mid (7-11),Mid,Neither/Both
22400636,2024-25,2025-01-25,BKN,MIA,MIA @ BKN,6.5,211.5,-9,203,0,0,0,0.3459,-10.26,0.3269,-6.5,1,1,Away,1,0.9091,1.26,2.5,Away favored,Small (3-7),Mid,Neither/Both
22400637,2024-25,2025-01-25,CHA,NOP,NOP @ CHA,2.5,230.5,31,215,1,1,0,0.4494,-0.28,0.4315,-2.5,0,0,Home,1,0.9091,31.28,33.5,Away favored,Pick'em (0-3),Mid,Neither/Both
22400638,2024-25,2025-01-25,ORL,DET,DET @ ORL,-3.5,209.5,8,234,1,1,1,0.4517,4.87,0.5954,3.5,0,1,Home,1,0.9091,3.13,4.5,Home favored,Small (3-7),Late,Neither/Both
22400639,2024-25,2025-01-25,ATL,TOR,TOR @ ATL,-5.5,232.5,-23,211,0,0,0,0.6763,9.8,0.6478,5.5,0,0,Home,0,-1.0,32.8,28.5,Home favored,Small (3-7),Mid,Neither/Both
22400640,2024-25,2025-01-25,CLE,HOU,HOU @ CLE,-4.5,231.5,-4,266,0,0,1,0.6494,1.72,0.6219,4.5,0,0,Away,1,0.9091,5.72,8.5,Home favored,Small (3-7),Mid,Home on B2B
22400641,2024-25,2025-01-25,NYK,SAC,SAC @ NYK,-4.5,233.5,23,263,1,1,1,0.6549,8.76,0.6219,4.5,1,1,Home,1,0.9091,14.24,18.5,Home favored,Small (3-7),Mid,Neither/Both
22400642,2024-25,2025-01-25,CHI,PHI,PHI @ CHI,-3.5,231.5,-12,206,0,0,0,0.5665,4.46,0.5954,3.5,0,0,Home,0,-1.0,16.46,15.5,Home favored,Small (3-7),Mid,Away on B2B
22400643,2024-25,2025-01-25,MEM,UTA,UTA @ MEM,-11.5,247.5,22,228,1,1,0,0.7579,7.69,0.7862,11.5,1,1,Away,0,-1.0,14.31,10.5,Home favored,Big (11+),Mid,Home on B2B
22400644,2024-25,2025-01-25,GSW,LAL,LAL @ GSW,-0.5,221.5,-10,226,0,0,1,0.4607,-1.96,0.5138,0.5,1,0,Away,1,0.9091,8.04,10.5,Home favored,Pick'em (0-3),Mid,Neither/Both
22400645,2024-25,2025-01-25,PHX,WAS,WAS @ PHX,-14.5,234.5,10,228,1,0,0,0.8622,13.38,0.8414,14.5,1,1,Away,1,0.9091,3.38,4.5,Home favored,Big (11+),Mid,Neither/Both
22400646,2024-25,2025-01-25,LAC,MIL,MIL @ LAC,-3.5,226.5,10,244,1,1,1,0.6485,4.07,0.5954,3.5,1,1,Home,1,0.9091,5.93,6.5,Home favored,Small (3-7),Mid,Neither/Both
22400647,2024-25,2025-01-26,POR,OKC,OKC @ POR,13.5,225.5,-10,226,0,1,1,0.1676,-8.85,0.1759,-13.5,1,1,Home,1,0.9091,1.15,3.5,Away favored,Big (11+),Mid,Neither/Both
22400648,2024-25,2025-01-27,CHA,LAL,LAL @ CHA,4.5,223.5,-5,219,0,0,0,0.3219,-7.28,0.3781,-4.5,1,1,Away,1,0.9091,2.28,0.5,Away favored,Small (3-7),Mid,Neither/Both
22400649,2024-25,2025-01-27,CLE,DET,DET @ CLE,-10.5,234.5,19,201,1,1,0,0.7791,5.91,0.7656,10.5,1,1,Away,0,-1.0,13.09,8.5,Home favored,Mid (7-11),Mid,Neither/Both
22400650,2024-25,2025-01-27,BOS,HOU,HOU @ BOS,-5.5,221.5,-2,226,0,0,1,0.6386,2.76,0.6478,5.5,0,0,Away,1,0.9091,4.76,7.5,Home favored,Small (3-7),Late,Neither/Both
22400651,2024-25,2025-01-27,BKN,SAC,SAC @ BKN,12.5,228.5,-14,206,0,0,0,0.2823,-5.84,0.1943,-12.5,1,1,Home,0,-1.0,8.16,1.5,Away favored,Big (11+),Late,Neither/Both
22400652,2024-25,2025-01-27,MIA,ORL,ORL @ MIA,1.5,205.5,6,244,1,1,1,0.6574,3.55,0.4588,-1.5,1,0,Home,1,0.9091,2.45,7.5,Away favored,Pick'em (0-3),Mid,Neither/Both
22400653,2024-25,2025-01-27,NYK,MEM,MEM @ NYK,-4.5,242.5,37,249,1,1,1,0.5748,1.91,0.6219,4.5,1,1,Away,0,-1.0,35.09,32.5,Home favored,Small (3-7),Late,Neither/Both
22400654,2024-25,2025-01-27,TOR,NOP,NOP @ TOR,-0.5,232.5,9,217,1,1,0,0.5334,-3.17,0.5138,0.5,1,1,Away,0,-1.0,12.17,8.5,Home favored,Pick'em (0-3),Mid,Neither/Both
22400655,2024-25,2025-01-27,CHI,DEN,DEN @ CHI,9.5,247.5,8,250,1,1,1,0.3126,-4.88,0.2561,-9.5,0,0,Home,1,0.9091,12.88,17.5,Away favored,Mid (7-11),Late,Neither/Both
22400656,2024-25,2025-01-27,MIN,ATL,ATL @ MIN,-10.5,217.5,8,192,1,0,0,0.7464,7.91,0.7656,10.5,1,1,Away,1,0.9091,0.09,2.5,Home favored,Mid (7-11),Mid,Neither/Both
22400657,2024-25,2025-01-27,DAL,WAS,WAS @ DAL,-13.5,231.5,22,238,1,1,1,0.8596,10.77,0.8241,13.5,1,1,Away,0,-1.0,11.23,8.5,Home favored,Big (11+),Late,Neither/Both
22400658,2024-25,2025-01-27,UTA,MIL,MIL @ UTA,8.5,239.5,-15,235,0,0,0,0.2864,-6.13,0.2788,-8.5,1,1,Home,0,-1.0,8.87,6.5,Away favored,Mid (7-11),Mid,Neither/Both
22400659,2024-25,2025-01-27,PHX,LAC,LAC @ PHX,-1.5,224.5,2,220,1,1,0,0.4832,-0.33,0.5412,1.5,0,1,Away,0,-1.0,2.33,0.5,Home favored,Pick'em (0-3),Mid,Neither/Both
22400532,2024-25,2025-01-28,ATL,HOU,HOU @ ATL,5.5,227.5,-4,196,0,1,0,0.3813,0.97,0.3522,-5.5,1,1,Home,1,0.9091,4.97,1.5,Away favored,Small (3-7),Late,Neither/Both
22400660,2024-25,2025-01-28,PHI,LAL,LAL @ PHI,4.5,218.5,14,222,1,1,1,0.4593,0.8,0.3781,-4.5,0,0,Home,1,0.9091,13.2,18.5,Away favored,Small (3-7),Mid,Away on B2B
22400661,2024-25,2025-01-28,GSW,UTA,UTA @ GSW,-10.5,220.5,11,217,1,1,0,0.7178,10.34,0.7656,10.5,1,1,Away,0,-1.0,0.66,0.5,Home favored,Mid (7-11),Mid,Away on B2B
22400662,2024-25,2025-01-28,POR,MIL,MIL @ POR,5.5,232.5,13,237,1,1,1,0.3237,-2.81,0.3522,-5.5,0,0,Home,1,0.9091,15.81,18.5,Away favored,Small (3-7),Late,Away on B2B
22400663,2024-25,2025-01-29,CHA,BKN,BKN @ CHA,-1.5,205.5,-21,187,0,0,0,0.5964,7.73,0.5412,1.5,0,0,Home,0,-1.0,28.73,22.5,Home favored,Pick'em (0-3),Mid,Neither/Both
22400664,2024-25,2025-01-29,IND,DET,DET @ IND,-5.5,232.5,14,252,1,1,1,0.7712,9.23,0.6478,5.5,1,1,Home,1,0.9091,4.77,8.5,Home favored,Small (3-7),Mid,Neither/Both
22400665,2024-25,2025-01-29,WAS,TOR,TOR @ WAS,5.5,228.5,-24,188,0,0,0,0.2539,-5.6,0.3522,-5.5,1,1,Away,1,0.9091,18.4,18.5,Away favored,Small (3-7),Mid,Neither/Both
22400666,2024-25,2025-01-29,BOS,CHI,CHI @ BOS,-14.5,230.5,22,222,1,1,0,0.7802,6.89,0.8414,14.5,1,1,Away,0,-1.0,15.11,7.5,Home favored,Big (11+),Late,Neither/Both
22400667,2024-25,2025-01-29,MIA,CLE,CLE @ MIA,5.5,224.5,-20,232,0,0,1,0.3584,-0.83,0.3522,-5.5,1,1,Home,0,-1.0,19.17,14.5,Away favored,Small (3-7),Mid,Neither/Both
22400668,2024-25,2025-01-29,NYK,DEN,DEN @ NYK,-2.5,240.5,10,234,1,1,0,0.5804,-1.76,0.5685,2.5,1,1,Away,0,-1.0,11.76,7.5,Home favored,Pick'em (0-3),Late,Neither/Both
22400669,2024-25,2025-01-29,PHI,SAC,SAC @ PHI,8.5,233.5,13,221,1,1,0,0.4557,-0.49,0.2788,-8.5,0,0,Home,1,0.9091,13.49,21.5,Away favored,Mid (7-11),Mid,Home on B2B
22400670,2024-25,2025-01-29,NOP,DAL,DAL @ NOP,1.5,232.5,-1,273,0,1,1,0.3404,-3.61,0.4588,-1.5,1,1,Away,0,-1.0,2.61,0.5,Away favored,Pick'em (0-3),Late,Neither/Both
22400671,2024-25,2025-01-29,SAS,LAC,LAC @ SAS,3.5,222.5,-12,244,0,0,1,0.384,-2.06,0.4046,-3.5,1,1,Home,0,-1.0,9.94,8.5,Away favored,Small (3-7),Mid,Neither/Both
22400672,2024-25,2025-01-29,PHX,MIN,MIN @ PHX,-0.5,223.5,-8,234,0,0,1,0.4682,-1.07,0.5138,0.5,1,0,Away,1,0.9091,6.93,8.5,Home favored,Pick'em (0-3),Mid,Neither/Both
22400673,2024-25,2025-01-29,GSW,OKC,OKC @ GSW,9.5,224.5,7,225,1,1,1,0.2247,-9.06,0.2561,-9.5,0,0,Home,1,0.9091,16.06,16.5,Away favored,Mid (7-11),Late,Home on B2B
22400674,2024-25,2025-01-30,WAS,LAL,LAL @ WAS,8.5,224.5,-38,230,0,0,1,0.1417,-10.76,0.2788,-8.5,1,1,Away,1,0.9091,27.24,29.5,Away favored,Mid (7-11),Late,Home on B2B
22400675,2024-25,2025-01-30,CLE,ATL,ATL @ CLE,-11.5,241.5,22,252,1,1,1,0.8062,7.95,0.7862,11.5,1,1,Away,0,-1.0,14.05,10.5,Home favored,Big (11+),Late,Home on B2B
22400676,2024-25,2025-01-30,MEM,HOU,HOU @ MEM,-4.5,233.5,1,239,1,0,1,0.5506,2.18,0.6219,4.5,1,1,Away,1,0.9091,1.18,3.5,Home favored,Small (3-7),Late,Neither/Both
22400677,2024-25,2025-01-30,UTA,MIN,MIN @ UTA,5.5,224.5,-25,251,0,0,1,0.2376,-6.83,0.3522,-5.5,1,1,Away,1,0.9091,18.17,19.5,Away favored,Small (3-7),Mid,Away on B2B
22400678,2024-25,2025-01-30,POR,ORL,ORL @ POR,5.5,211.5,29,209,1,1,0,0.4913,4.06,0.3522,-5.5,0,0,Home,1,0.9091,24.94,34.5,Away favored,Small (3-7),Late,Neither/Both
22400679,2024-25,2025-01-31,CHA,LAC,LAC @ CHA,13.5,208.5,-8,216,0,1,1,0.2383,-8.05,0.1759,-13.5,1,1,Home,1,0.9091,0.05,5.5,Away favored,Big (11+),Mid,Neither/Both
22400680,2024-25,2025-01-31,DET,DAL,DAL @ DET,1.5,229.5,15,219,1,1,0,0.4536,-0.88,0.4588,-1.5,0,0,Home,1,0.9091,15.88,16.5,Away favored,Pick'em (0-3),Late,Neither/Both
22400681,2024-25,2025-01-31,PHI,DEN,DEN @ PHI,9.5,234.5,-3,271,0,1,1,0.3787,-4.52,0.2561,-9.5,1,1,Home,1,0.9091,1.52,6.5,Away favored,Mid (7-11),Late,Neither/Both
22400682,2024-25,2025-01-31,TOR,CHI,CHI @ TOR,-4.5,233.5,-16,228,0,0,0,0.5477,3.66,0.6219,4.5,0,0,Away,1,0.9091,19.66,20.5,Home favored,Small (3-7),Late,Neither/Both
22400683,2024-25,2025-01-31,NOP,BOS,BOS @ NOP,11.5,230.5,-2,234,0,1,1,0.2403,-7.84,0.2138,-11.5,1,1,Home,1,0.9091,5.84,9.5,Away favored,Big (11+),Late,Neither/Both
22400684,2024-25,2025-01-31,SAS,MIL,MIL @ SAS,2.5,236.5,26,262,1,1,1,0.3454,-5.3,0.4315,-2.5,0,0,Away,0,-1.0,31.3,28.5,Away favored,Pick'em (0-3),Mid,Neither/Both
22400685,2024-25,2025-01-31,GSW,PHX,PHX @ GSW,2.5,229.5,-25,235,0,0,1,0.5296,-0.1,0.4315,-2.5,0,1,Home,0,-1.0,24.9,22.5,Away favored,Pick'em (0-3),Late,Neither/Both
22400686,2024-25,2025-02-01,IND,ATL,ATL @ IND,-9.5,242.5,5,259,1,0,1,0.7727,9.8,0.7439,9.5,1,1,Home,0,-1.0,4.8,4.5,Home favored,Mid (7-11),Late,Neither/Both
22400687,2024-25,2025-02-01,UTA,ORL,ORL @ UTA,3.5,217.5,14,212,1,1,0,0.424,-0.35,0.4046,-3.5,0,0,Home,1,0.9091,14.35,17.5,Away favored,Small (3-7),Late,Neither/Both
22400688,2024-25,2025-02-01,CHA,DEN,DEN @ CHA,12.5,226.5,-3,211,0,1,0,0.2112,-6.32,0.1943,-12.5,1,1,Home,1,0.9091,3.32,9.5,Away favored,Big (11+),Mid,Neither/Both
22400689,2024-25,2025-02-01,HOU,BKN,BKN @ HOU,-12.5,209.5,-12,208,0,0,0,0.8317,15.01,0.8057,12.5,0,0,Home,0,-1.0,27.01,24.5,Home favored,Big (11+),Late,Neither/Both
22400690,2024-25,2025-02-01,MIN,WAS,WAS @ MIN,-11.5,217.5,-2,208,0,0,0,0.9249,11.03,0.7862,11.5,0,0,Away,1,0.9091,13.03,13.5,Home favored,Big (11+),Late,Neither/Both
22400691,2024-25,2025-02-01,OKC,SAC,SAC @ OKC,-7.5,236.5,34,254,1,1,1,0.8306,7.02,0.6975,7.5,1,1,Away,0,-1.0,26.98,26.5,Home favored,Mid (7-11),Late,Neither/Both
22400692,2024-25,2025-02-01,NYK,LAL,LAL @ NYK,-10.5,225.5,-16,240,0,0,1,0.6751,2.7,0.7656,10.5,0,0,Away,1,0.9091,18.7,26.5,Home favored,Mid (7-11),Late,Neither/Both
22400693,2024-25,2025-02-01,SAS,MIA,MIA @ SAS,2.5,223.5,-2,208,0,1,0,0.4478,-4.28,0.4315,-2.5,1,1,Away,0,-1.0,2.28,0.5,Away favored,Pick'em (0-3),Mid,Home on B2B
22400694,2024-25,2025-02-01,POR,PHX,PHX @ POR,4.5,226.5,19,235,1,1,1,0.4285,0.44,0.3781,-4.5,0,0,Home,1,0.9091,18.56,23.5,Away favored,Small (3-7),Late,Away on B2B
22400695,2024-25,2025-02-02,DET,CHI,CHI @ DET,-5.5,233.5,8,246,1,1,1,0.5886,2.46,0.6478,5.5,1,1,Away,0,-1.0,5.54,2.5,Home favored,Small (3-7),Late,Neither/Both
22400696,2024-25,2025-02-02,CLE,DAL,DAL @ CLE,-15.5,235.5,43,245,1,1,1,0.7907,6.76,0.8575,15.5,1,1,Away,0,-1.0,36.24,27.5,Home favored,Big (11+),Late,Neither/Both
22400697,2024-25,2025-02-02,TOR,LAC,LAC @ TOR,5.5,219.5,7,223,1,1,1,0.3026,-7.01,0.3522,-5.5,0,0,Away,0,-1.0,14.01,12.5,Away favored,Small (3-7),Late,Neither/Both
22400698,2024-25,2025-02-02,PHI,BOS,BOS @ PHI,12.5,224.5,-8,228,0,1,1,0.3364,-5.07,0.1943,-12.5,1,1,Home,1,0.9091,2.93,4.5,Away favored,Big (11+),Late,Neither/Both
22400699,2024-25,2025-02-02,MIL,MEM,MEM @ MIL,-3.5,247.5,-13,251,0,0,1,0.5172,1.61,0.5954,3.5,0,0,Away,1,0.9091,14.61,16.5,Home favored,Small (3-7),Late,Neither/Both
22400700,2024-25,2025-02-03,CHA,WAS,WAS @ CHA,-4.5,216.5,-10,238,0,0,1,0.679,2.86,0.6219,4.5,0,0,Away,1,0.9091,12.86,14.5,Home favored,Small (3-7),Late,Neither/Both
22400701,2024-25,2025-02-03,DET,ATL,ATL @ DET,-4.5,236.5,-2,262,0,0,1,0.5546,0.94,0.6219,4.5,0,0,Away,1,0.9091,2.94,6.5,Home favored,Small (3-7),Late,Home on B2B
22400702,2024-25,2025-02-03,NYK,HOU,HOU @ NYK,-7.5,224.5,6,242,1,0,1,0.6223,0.72,0.6975,7.5,1,1,Away,1,0.9091,5.28,1.5,Home favored,Mid (7-11),Late,Neither/Both
22400703,2024-25,2025-02-03,MEM,SAS,SAS @ MEM,-4.5,241.5,19,237,1,1,0,0.7064,5.84,0.6219,4.5,1,1,Home,1,0.9091,13.16,14.5,Home favored,Small (3-7),Late,Home on B2B
22400704,2024-25,2025-02-03,MIN,SAC,SAC @ MIN,-4.5,221.5,-2,230,0,0,1,0.7174,5.91,0.6219,4.5,0,0,Home,0,-1.0,7.91,6.5,Home favored,Small (3-7),Late,Neither/Both
22400705,2024-25,2025-02-03,OKC,MIL,MIL @ OKC,-17.5,226.5,29,221,1,1,0,0.8227,10.0,0.8863,17.5,1,1,Away,0,-1.0,19.0,11.5,Home favored,Big (11+),Late,Away on B2B
22400706,2024-25,2025-02-03,DEN,NOP,NOP @ DEN,-9.5,241.5,12,238,1,1,0,0.7792,11.14,0.7439,9.5,1,1,Home,1,0.9091,0.86,2.5,Home favored,Mid (7-11),Late,Neither/Both
22400707,2024-25,2025-02-03,UTA,IND,IND @ UTA,6.5,242.5,-1,223,0,1,0,0.2309,-7.98,0.3269,-6.5,1,1,Away,0,-1.0,6.98,5.5,Away favored,Small (3-7),Late,Neither/Both
22400708,2024-25,2025-02-03,GSW,ORL,ORL @ GSW,-3.5,209.5,5,203,1,1,0,0.6785,5.49,0.5954,3.5,1,1,Home,1,0.9091,0.49,1.5,Home favored,Small (3-7),Late,Neither/Both
22400709,2024-25,2025-02-03,POR,PHX,PHX @ POR,4.5,229.5,2,240,1,1,1,0.4582,0.42,0.3781,-4.5,0,0,Home,1,0.9091,1.58,6.5,Away favored,Small (3-7),Late,Neither/Both
22400710,2024-25,2025-02-04,CLE,BOS,BOS @ CLE,-1.5,236.5,-7,217,0,0,0,0.6935,5.21,0.5412,1.5,0,0,Home,0,-1.0,12.21,8.5,Home favored,Pick'em (0-3),Late,Neither/Both
22400711,2024-25,2025-02-04,BKN,HOU,HOU @ BKN,8.5,213.5,2,196,1,1,0,0.3043,-7.82,0.2788,-8.5,0,0,Home,1,0.9091,9.82,10.5,Away favored,Mid (7-11),Late,Away on B2B
22400712,2024-25,2025-02-04,PHI,DAL,DAL @ PHI,-3.5,227.5,2,234,1,0,1,0.4905,-0.13,0.5954,3.5,0,1,Away,1,0.9091,2.13,1.5,Home favored,Small (3-7),Late,Neither/Both
22400713,2024-25,2025-02-04,TOR,NYK,NYK @ TOR,5.5,227.5,-6,236,0,0,1,0.3357,-3.17,0.3522,-5.5,1,1,Home,0,-1.0,2.83,0.5,Away favored,Small (3-7),Late,Away on B2B
22400714,2024-25,2025-02-04,CHI,MIA,MIA @ CHI,3.5,228.5,9,257,1,1,1,0.4542,0.02,0.4046,-3.5,0,0,Home,1,0.9091,8.98,12.5,Away favored,Small (3-7),Late,Neither/Both
22400715,2024-25,2025-02-04,LAC,LAL,LAL @ LAC,-8.5,222.5,-25,219,0,0,0,0.566,2.87,0.7212,8.5,0,0,Away,1,0.9091,27.87,33.5,Home favored,Mid (7-11),Late,Neither/Both
22400716,2024-25,2025-02-04,POR,IND,IND @ POR,5.5,232.5,23,201,1,1,0,0.4096,-0.19,0.3522,-5.5,0,0,Home,1,0.9091,23.19,28.5,Away favored,Small (3-7),Late,Neither/Both
22400717,2024-25,2025-02-05,CHA,MIL,MIL @ CHA,8.5,222.5,-10,214,0,0,0,0.2835,-6.01,0.2788,-8.5,1,1,Home,0,-1.0,3.99,1.5,Away favored,Mid (7-11),Late,Neither/Both
22400718,2024-25,2025-02-05,DET,CLE,CLE @ DET,3.5,234.5,-3,233,0,1,0,0.2847,-5.78,0.4046,-3.5,1,1,Away,0,-1.0,2.78,0.5,Away favored,Small (3-7),Late,Away on B2B
22400719,2024-25,2025-02-05,ATL,SAS,SAS @ ATL,4.5,243.5,-1,251,0,1,1,0.5761,3.62,0.3781,-4.5,0,1,Home,1,0.9091,4.62,3.5,Away favored,Small (3-7),Late,Neither/Both
22400720,2024-25,2025-02-05,BKN,WAS,WAS @ BKN,-5.5,216.5,-17,221,0,0,1,0.6693,3.63,0.6478,5.5,0,0,Away,1,0.9091,20.63,22.5,Home favored,Small (3-7),Late,Home on B2B
22400721,2024-25,2025-02-05,PHI,MIA,MIA @ PHI,-1.5,220.5,-7,209,0,0,0,0.5228,2.46,0.5412,1.5,0,0,Home,0,-1.0,9.46,8.5,Home favored,Pick'em (0-3),Late,Neither/Both
22400722,2024-25,2025-02-05,TOR,MEM,MEM @ TOR,9.5,235.5,-31,245,0,0,1,0.3223,-5.24,0.2561,-9.5,1,1,Home,0,-1.0,25.76,21.5,Away favored,Mid (7-11),Late,Home on B2B
22400723,2024-25,2025-02-05,MIN,CHI,CHI @ MIN,-10.5,226.5,19,235,1,1,1,0.7673,9.29,0.7656,10.5,1,1,Away,0,-1.0,9.71,8.5,Home favored,Mid (7-11),Late,Away on B2B
